,date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
1400,2009-05-10,New Wanderers Stadium,1,,Kolkata Knight Riders,0,6,1,0,0,0,0,,,,,,7,7,0,0,0,1,1,0,0,0,,,,,,7,2,0,0,3,0,1,0,1,1,,,,,,7,6,0,1,0,0,0,0,0,,,,,,,6,1,0,6,1,1,1,0,0,,,,,,,6,9,0,1,4,0,1,1,1,4,,,,,,7,12,0
1401,2009-05-10,New Wanderers Stadium,2,125,Delhi Daredevils,1,1,1,0,0,0,0,,,,,,7,3,0,4,4,0,0,0,1,,,,,,,6,9,0,1,4,0,0,0,0,,,,,,,6,5,0,2,0,4,1,6,0,0,,,,,,7,13,0,1,1,4,4,1,4,,,,,,,6,15,0,0,2,0,0,0,0,,,,,,,6,2,0
1402,2017-05-14,Feroz Shah Kotla,1,,Royal Challengers Bangalore,0,0,4,1,4,0,1,,,,,,7,10,0,0,6,0,0,1,0,,,,,,,6,7,0,0,0,1,1,0,0,,,,,,,6,2,0,0,0,1,6,1,0,,,,,,,6,8,0,1,1,1,0,0,0,,,,,,,6,3,0,4,1,0,1,0,1,,,,,,,6,7,0
1403,2017-05-14,Feroz Shah Kotla,2,151,Delhi Daredevils,0,0,1,0,1,0,,,,,,,6,2,0,0,4,4,2,0,1,,,,,,,6,11,0,0,0,0,0,0,4,,,,,,,6,4,0,0,1,0,1,6,0,,,,,,,6,8,0,4,0,4,4,1,1,1,,,,,,7,15,0,1,0,1,0,0,0,,,,,,,6,2,0
1404,2016-04-15,Feroz Shah Kotla,1,,Kings XI Punjab,0,0,0,1,1,0,,,,,,,6,2,0,0,4,2,0,4,0,,,,,,,6,10,0,0,0,0,0,0,0,,,,,,,6,0,0,0,1,3,0,0,1,,,,,,,6,5,0,2,0,0,4,0,0,,,,,,,6,6,0,4,1,1,4,4,0,,,,,,,6,14,0
1405,2016-04-15,Feroz Shah Kotla,2,113,Delhi Daredevils,0,0,1,1,4,0,,,,,,,6,6,0,0,1,0,0,1,1,,,,,,,6,3,0,0,0,0,0,0,0,,,,,,,6,0,0,1,0,0,0,2,0,,,,,,,6,3,0,0,1,1,2,0,4,,,,,,,6,8,0,1,1,1,4,0,1,,,,,,,6,8,0
1406,2015-04-23,Feroz Shah Kotla,1,,Delhi Daredevils,1,1,0,0,0,1,1,0,,,,,8,4,0,0,4,1,0,0,1,1,0,,,,,8,7,0,0,0,0,4,6,0,,,,,,,6,10,0,2,0,6,6,0,0,,,,,,,6,14,0,0,1,1,4,1,1,,,,,,,6,8,0,1,0,0,1,0,0,,,,,,,6,2,0
1407,2015-04-23,Feroz Shah Kotla,2,153,Mumbai Indians,0,0,1,0,4,1,1,,,,,,7,7,0,0,0,0,0,3,1,,,,,,,6,4,0,1,1,0,4,0,0,4,0,,,,,8,10,0,4,4,0,1,4,1,,,,,,,6,14,0,0,0,1,2,0,0,,,,,,,6,3,0,0,0,4,6,0,0,,,,,,,6,10,0
1408,2018-04-10,MA Chidambaram Stadium,1,,Kolkata Knight Riders,0,4,1,1,0,6,6,,,,,,7,18,0,0,1,0,1,0,0,,,,,,,6,2,0,4,1,4,0,4,0,,,,,,,6,13,0,1,0,1,0,0,0,,,,,,,6,2,0,0,0,1,4,1,6,,,,,,,6,12,0,4,0,0,1,6,6,,,,,,,6,17,0
1409,2018-04-10,MA Chidambaram Stadium,2,205,Chennai Super Kings,0,0,2,4,6,4,,,,,,,6,16,0,1,5,1,0,6,1,,,,,,,6,14,0,0,1,0,4,0,1,,,,,,,6,6,0,6,0,6,4,1,0,,,,,,,6,17,0,1,1,2,4,1,1,,,,,,,6,10,0,4,6,1,1,0,0,,,,,,,6,12,0
1410,2018-05-15,Eden Gardens,1,,Rajasthan Royals,1,0,0,1,0,0,,,,,,,6,2,0,0,1,6,4,4,4,,,,,,,6,19,0,4,6,4,4,6,4,,,,,,,6,28,0,0,4,0,1,1,0,4,,,,,,7,10,0,0,2,1,1,0,0,,,,,,,6,4,0,1,0,0,0,0,4,,,,,,,6,5,0
1411,2018-05-15,Eden Gardens,2,145,Kolkata Knight Riders,6,4,6,4,1,0,,,,,,,6,21,0,0,0,0,0,0,0,,,,,,,6,0,0,0,0,1,6,4,0,,,,,,,6,11,0,1,0,1,2,0,4,,,,,,,6,8,0,0,0,0,0,4,2,,,,,,,6,6,0,0,1,1,1,1,0,1,,,,,,7,5,0
1412,2016-05-15,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Kings XI Punjab,0,4,1,0,1,1,,,,,,,6,7,0,0,4,4,0,0,4,,,,,,,6,12,0,1,1,0,0,0,1,,,,,,,6,3,0,1,1,1,6,1,1,,,,,,,6,11,0,0,0,1,0,2,1,,,,,,,6,4,0,4,0,1,4,0,1,,,,,,,6,10,0
1413,2016-05-15,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,180,Sunrisers Hyderabad,0,1,1,4,1,1,,,,,,,6,8,0,1,4,0,1,0,1,1,,,,,,7,8,0,0,1,0,1,1,1,,,,,,,6,4,0,4,0,1,4,1,1,,,,,,,6,11,0,4,1,1,0,6,1,,,,,,,6,13,0,0,2,0,1,4,4,,,,,,,6,11,0
1414,2012-04-15,Eden Gardens,1,,Kings XI Punjab,0,1,0,4,1,1,,,,,,,6,7,0,1,0,1,0,1,4,,,,,,,6,7,0,0,1,0,1,0,1,0,,,,,,7,3,0,0,1,1,1,0,1,,,,,,,6,4,0,0,0,1,0,1,1,,,,,,,6,3,0,0,0,1,0,0,1,,,,,,,6,2,0
1415,2012-04-15,Eden Gardens,2,132,Kolkata Knight Riders,1,0,0,1,0,0,,,,,,,6,2,0,4,4,2,1,0,0,,,,,,,6,11,0,4,0,4,1,0,0,,,,,,,6,9,0,1,6,1,0,1,2,,,,,,,6,11,0,1,1,1,0,1,2,1,1,,,,,8,8,0,4,2,1,0,0,0,,,,,,,6,7,0
1416,2011-04-26,Feroz Shah Kotla,1,,Delhi Daredevils,0,1,4,0,1,0,,,,,,,6,6,0,2,2,4,2,0,0,,,,,,,6,10,0,1,1,4,0,0,1,1,,,,,,7,8,0,0,1,2,1,0,1,,,,,,,6,5,0,4,0,0,0,1,0,,,,,,,6,5,0,0,0,4,2,1,1,,,,,,,6,8,0
1417,2011-04-26,Feroz Shah Kotla,2,161,Royal Challengers Bangalore,1,0,0,4,4,1,,,,,,,6,10,0,4,4,0,4,0,4,,,,,,,6,16,0,0,1,1,0,5,0,0,0,,,,,8,7,0,1,0,1,0,4,6,,,,,,,6,12,0,1,4,1,6,1,4,,,,,,,6,17,0,0,0,0,1,1,1,,,,,,,6,3,0
1418,2020-11-02,Sheikh Zayed Stadium,1,,Royal Challengers Bangalore,0,1,1,2,0,0,,,,,,,6,4,0,1,0,1,1,1,2,,,,,,,6,6,0,1,0,4,0,0,1,0,,,,,,7,6,0,1,4,0,3,0,1,,,,,,,6,9,0,0,0,4,0,1,1,,,,,,,6,6,0,0,0,4,1,4,0,,,,,,,6,9,0
1419,2020-11-02,Sheikh Zayed Stadium,2,154,Delhi Capitals,1,4,2,4,0,0,,,,,,,6,11,0,4,0,4,0,0,0,,,,,,,6,8,0,4,0,1,1,1,2,,,,,,,6,9,0,4,0,1,0,0,1,,,,,,,6,6,0,0,4,1,1,1,1,,,,,,,6,8,0,1,4,0,4,1,1,,,,,,,6,11,0
1420,2019-04-28,Arun Jaitley Stadium,1,,Delhi Capitals,0,1,0,4,0,0,,,,,,,6,5,0,0,1,1,4,4,0,,,,,,,6,10,0,6,0,0,4,1,4,,,,,,,6,15,0,1,4,0,4,1,1,,,,,,,6,11,0,6,0,1,0,4,0,,,,,,,6,11,0,0,4,1,1,1,0,,,,,,,6,7,0
1421,2019-04-28,Arun Jaitley Stadium,2,171,Royal Challengers Bangalore,0,0,1,1,4,4,,,,,,,6,10,0,1,6,1,1,0,1,,,,,,,6,10,0,4,4,1,1,4,1,,,,,,,6,15,0,4,0,1,4,1,0,,,,,,,6,10,0,0,0,6,0,4,1,,,,,,,6,11,0,2,0,1,4,0,1,,,,,,,6,8,0
1422,2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",1,,Deccan Chargers,0,0,1,0,0,0,,,,,,,6,1,0,0,0,6,1,2,0,,,,,,,6,9,0,4,0,0,1,0,0,1,,,,,,7,6,0,1,0,0,2,0,1,,,,,,,6,4,0,2,0,1,0,1,4,,,,,,,6,8,0,0,2,4,1,0,0,,,,,,,6,7,0
1423,2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",2,138,Royal Challengers Bangalore,0,0,0,4,0,2,,,,,,,6,6,0,4,1,0,2,0,0,1,,,,,,7,8,0,0,0,1,1,0,2,,,,,,,6,4,0,4,0,4,1,0,0,,,,,,,6,9,0,4,0,0,1,0,0,,,,,,,6,5,0,0,0,0,1,1,3,1,,,,,,7,6,0
1424,2017-04-14,Saurashtra Cricket Association Stadium,1,,Rising Pune Supergiant,0,0,0,1,0,1,4,0,,,,,8,6,0,4,0,1,0,0,4,,,,,,,6,9,0,4,0,2,0,1,1,,,,,,,6,8,0,4,0,6,0,1,1,,,,,,,6,12,0,6,6,4,1,4,4,,,,,,,6,25,0,1,1,2,0,0,0,,,,,,,6,4,0
1425,2017-04-14,Saurashtra Cricket Association Stadium,2,172,Gujarat Lions,4,1,1,0,6,4,,,,,,,6,16,0,0,0,6,1,0,4,,,,,,,6,11,0,1,0,1,4,0,0,,,,,,,6,6,0,1,1,1,0,4,0,4,,,,,,7,11,0,1,0,0,0,1,0,,,,,,,6,2,0,1,4,4,0,6,0,,,,,,,6,15,0
1426,2011-05-18,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,1,0,0,0,1,1,,,,,,,6,3,0,0,1,1,0,0,0,,,,,,,6,2,0,2,4,0,4,4,0,,,,,,,6,14,0,1,0,1,1,0,1,,,,,,,6,4,0,0,0,0,0,1,0,,,,,,,6,1,0,6,4,6,0,0,1,,,,,,,6,17,0
1427,2011-05-18,"MA Chidambaram Stadium, Chepauk",2,141,Kochi Tuskers Kerala,1,1,1,0,0,0,,,,,,,6,3,0,0,2,1,1,1,1,1,,,,,,7,7,0,1,0,1,0,1,1,,,,,,,6,4,0,1,2,1,4,4,0,1,,,,,,7,13,0,1,0,0,0,1,0,,,,,,,6,2,0,0,4,4,2,0,1,,,,,,,6,11,0
1428,2014-04-18,Sheikh Zayed Stadium,1,,Chennai Super Kings,1,2,5,0,0,0,1,,,,,,7,9,0,0,4,4,0,1,0,1,,,,,,7,10,0,1,4,1,2,0,6,,,,,,,6,14,0,0,4,1,1,0,1,1,,,,,,7,8,0,4,4,1,0,1,2,6,,,,,,7,18,0,0,1,4,0,6,0,,,,,,,6,11,0
1429,2014-04-18,Sheikh Zayed Stadium,2,206,Kings XI Punjab,0,1,1,0,1,0,,,,,,,6,3,0,1,4,0,4,0,2,,,,,,,6,11,0,4,4,1,4,4,0,,,,,,,6,17,0,1,4,1,1,0,0,2,,,,,,7,9,0,4,0,0,0,4,4,,,,,,,6,12,0,0,1,4,4,1,1,0,1,,,,,8,12,0
1430,2013-04-19,"Rajiv Gandhi International Stadium, Uppal",1,,Kings XI Punjab,0,0,1,0,1,0,,,,,,,6,2,0,0,0,1,0,1,2,,,,,,,6,4,0,4,1,0,2,2,0,1,,,,,,7,10,0,0,0,1,0,0,0,,,,,,,6,1,0,4,0,4,4,0,0,,,,,,,6,12,0,0,1,4,0,1,1,,,,,,,6,7,0
1431,2013-04-19,"Rajiv Gandhi International Stadium, Uppal",2,127,Sunrisers Hyderabad,0,0,0,0,0,0,,,,,,,6,0,0,1,0,1,1,1,4,,,,,,,6,8,0,0,0,0,2,1,0,,,,,,,6,3,0,0,1,1,2,1,0,,,,,,,6,5,0,1,3,3,1,1,0,,,,,,,6,9,0,4,0,1,0,2,1,,,,,,,6,8,0
1432,2021-04-21,"MA Chidambaram Stadium, Chepauk, Chennai",1,,Punjab Kings,1,0,0,0,0,2,,,,,,,6,3,0,1,2,0,1,1,1,,,,,,,6,6,0,0,4,0,1,0,1,,,,,,,6,6,0,0,0,1,1,1,1,,,,,,,6,4,0,1,1,1,0,4,0,,,,,,,6,7,0,0,4,2,0,0,0,,,,,,,6,6,0
1433,2021-04-21,"MA Chidambaram Stadium, Chepauk, Chennai",2,121,Sunrisers Hyderabad,0,0,4,1,1,0,,,,,,,6,6,0,1,4,0,0,0,0,6,,,,,,7,11,0,0,1,4,1,0,4,,,,,,,6,10,0,0,1,1,2,1,1,,,,,,,6,6,0,1,0,6,0,0,0,,,,,,,6,7,0,4,0,2,1,0,2,1,,,,,,7,10,0
1434,2017-04-14,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,1,1,1,1,0,1,1,0,,,,,8,6,0,0,1,0,0,0,0,,,,,,,6,1,0,6,2,4,4,1,0,,,,,,,6,17,0,1,1,2,0,0,0,,,,,,,6,4,0,4,0,0,0,1,1,,,,,,,6,6,0,1,1,1,4,0,0,,,,,,,6,7,0
1435,2017-04-14,M Chinnaswamy Stadium,2,145,Mumbai Indians,0,0,2,0,0,1,1,,,,,,7,4,0,1,1,0,1,0,0,,,,,,,6,3,0,0,0,0,0,1,0,,,,,,,6,1,0,0,0,0,0,1,1,,,,,,,6,2,0,0,1,1,4,1,1,,,,,,,6,8,0,0,0,1,1,1,0,,,,,,,6,3,0
1436,2021-04-16,"Wankhede Stadium, Mumbai",1,,Punjab Kings,0,1,0,0,0,1,,,,,,,6,2,0,1,0,0,0,4,0,,,,,,,6,5,0,4,4,0,0,0,1,1,,,,,,7,10,0,0,0,0,0,1,0,,,,,,,6,1,0,1,0,0,0,0,0,,,,,,,6,1,0,0,4,2,0,0,1,,,,,,,6,7,0
1437,2021-04-16,"Wankhede Stadium, Mumbai",2,107,Chennai Super Kings,1,0,1,0,0,0,,,,,,,6,2,0,1,0,0,1,0,0,,,,,,,6,2,0,0,0,1,1,1,1,,,,,,,6,4,0,0,4,0,4,0,6,,,,,,,6,14,0,0,1,1,0,0,0,,,,,,,6,2,0,0,4,0,0,0,4,,,,,,,6,8,0
1438,2018-04-15,M.Chinnaswamy Stadium,1,,Rajasthan Royals,0,1,0,0,0,0,,,,,,,6,1,0,1,0,4,1,0,1,0,,,,,,7,7,0,1,1,1,4,6,1,,,,,,,6,14,0,1,0,1,4,0,1,4,,,,,,7,11,0,1,0,4,1,0,4,,,,,,,6,10,0,1,1,4,0,1,1,1,,,,,,7,9,0
1439,2018-04-15,M.Chinnaswamy Stadium,2,198,Royal Challengers Bangalore,4,0,0,0,0,1,,,,,,,6,5,0,4,0,4,4,1,1,,,,,,,6,14,0,1,4,0,1,0,4,,,,,,,6,10,0,1,2,4,0,1,1,,,,,,,6,9,0,1,1,1,4,4,0,,,,,,,6,11,0,4,1,1,2,4,1,2,,,,,,7,15,0
1440,2008-05-25,"Rajiv Gandhi International Stadium, Uppal",1,,Deccan Chargers,1,0,5,1,0,1,0,,,,,,7,8,0,1,0,1,2,4,0,1,,,,,,7,9,0,1,0,0,0,1,0,,,,,,,6,2,0,0,0,1,0,1,1,,,,,,,6,3,0,0,1,1,4,4,1,1,,,,,,7,12,0,1,1,1,0,0,4,,,,,,,6,7,0
1441,2008-05-25,"Rajiv Gandhi International Stadium, Uppal",2,171,Royal Challengers Bangalore,0,0,0,4,4,2,,,,,,,6,10,0,1,1,0,0,0,4,,,,,,,6,6,0,0,4,0,0,4,0,,,,,,,6,8,0,0,4,1,0,0,1,,,,,,,6,6,0,0,1,0,0,1,4,,,,,,,6,6,0,1,1,0,1,4,0,,,,,,,6,7,0
1442,2011-04-11,Eden Gardens,1,,Kolkata Knight Riders,4,0,4,0,0,0,,,,,,,6,8,0,4,1,0,0,0,4,,,,,,,6,9,0,0,0,1,1,0,0,,,,,,,6,2,0,0,0,4,1,1,1,,,,,,,6,7,0,1,4,1,1,0,1,,,,,,,6,8,0,1,1,4,1,4,1,,,,,,,6,12,0
1443,2011-04-11,Eden Gardens,2,154,Deccan Chargers,0,1,0,0,0,0,,,,,,,6,1,0,1,0,0,4,1,0,1,,,,,,7,7,0,0,2,0,0,4,0,,,,,,,6,6,0,1,0,0,1,0,1,,,,,,,6,3,0,1,0,0,0,1,4,,,,,,,6,6,0,4,0,1,1,0,1,,,,,,,6,7,0
1444,2019-04-03,Wankhede Stadium,1,,Mumbai Indians,0,0,0,0,1,1,,,,,,,6,2,0,0,0,0,0,0,1,,,,,,,6,1,0,1,4,0,0,0,1,,,,,,,6,6,0,4,4,1,4,1,1,1,,,,,,7,16,0,0,4,4,4,1,1,,,,,,,6,14,0,0,0,1,0,0,0,,,,,,,6,1,0
1445,2019-04-03,Wankhede Stadium,2,133,Chennai Super Kings,0,0,1,0,0,0,,,,,,,6,1,0,1,4,0,0,0,0,0,,,,,,7,5,0,0,1,6,0,1,0,0,,,,,,7,8,0,0,0,1,6,0,4,,,,,,,6,11,0,0,0,4,4,0,0,,,,,,,6,8,0,0,0,0,1,0,0,,,,,,,6,1,0
1446,2015-04-13,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,1,2,0,6,2,0,0,,,,,,7,11,0,0,4,0,1,4,0,,,,,,,6,9,0,0,1,0,0,0,0,1,1,,,,,8,3,0,1,0,0,4,0,0,,,,,,,6,5,0,6,0,1,4,0,0,0,,,,,,7,11,0,0,4,0,0,0,4,,,,,,,6,8,0
1447,2015-04-13,M Chinnaswamy Stadium,2,172,Sunrisers Hyderabad,4,2,1,4,4,1,,,,,,,6,16,0,1,4,4,1,0,4,6,,,,,,7,20,0,0,4,0,1,0,0,,,,,,,6,5,0,0,1,0,1,0,0,,,,,,,6,2,0,4,4,6,0,1,0,,,,,,,6,15,0,0,0,6,0,1,0,,,,,,,6,7,0
1448,2019-04-09,MA Chidambaram Stadium,1,,Kolkata Knight Riders,0,0,0,1,5,0,,,,,,,6,6,0,0,1,1,0,0,0,,,,,,,6,2,0,0,0,1,0,0,0,0,,,,,,7,1,0,1,0,4,1,0,1,,,,,,,6,7,0,4,4,0,0,0,0,,,,,,,6,8,0,1,0,4,0,0,0,,,,,,,6,5,0
1449,2019-04-09,MA Chidambaram Stadium,2,111,Chennai Super Kings,4,2,0,0,6,0,,,,,,,6,12,0,0,0,0,1,1,0,,,,,,,6,2,0,4,0,0,6,1,0,,,,,,,6,11,0,2,0,0,4,1,1,,,,,,,6,8,0,1,0,0,0,0,1,0,,,,,,7,2,0,0,0,0,1,4,0,0,,,,,,7,5,0
1450,2013-04-25,"MA Chidambaram Stadium, Chepauk",1,,Sunrisers Hyderabad,0,4,0,0,1,1,,,,,,,6,6,0,1,0,1,1,1,0,2,0,,,,,8,6,0,0,0,0,0,1,0,,,,,,,6,1,0,4,4,0,4,1,2,,,,,,,6,15,0,4,0,4,1,0,0,,,,,,,6,9,0,1,0,0,1,1,0,,,,,,,6,3,0
1451,2013-04-25,"MA Chidambaram Stadium, Chepauk",2,160,Chennai Super Kings,0,1,0,1,1,1,,,,,,,6,4,0,0,1,4,0,3,4,1,,,,,,7,13,0,1,4,1,0,0,4,0,,,,,,7,10,0,6,1,0,1,1,2,4,,,,,,7,15,0,0,0,1,1,1,1,,,,,,,6,4,0,0,6,1,1,4,0,,,,,,,6,12,0
1452,2018-05-02,Arun Jaitley Stadium,1,,Delhi Daredevils,0,0,1,0,0,0,,,,,,,6,1,0,0,0,1,4,0,0,,,,,,,6,5,0,6,0,6,0,4,0,,,,,,,6,16,0,1,4,1,4,1,0,,,,,,,6,11,0,0,0,1,4,4,6,,,,,,,6,15,0,1,1,0,0,6,6,,,,,,,6,14,0
1453,2018-05-02,Arun Jaitley Stadium,2,146,Rajasthan Royals,1,1,1,4,6,1,,,,,,,6,14,0,1,4,1,0,1,1,0,,,,,,7,8,0,6,6,0,6,4,1,,,,,,,6,23,0,6,1,1,4,1,0,,,,,,,6,13,0,6,0,1,0,0,1,,,,,,,6,8,0,1,4,1,1,6,0,,,,,,,6,13,0
1454,2010-04-11,Sawai Mansingh Stadium,1,,Mumbai Indians,1,1,4,0,4,0,1,,,,,,7,11,0,0,1,0,0,0,0,,,,,,,6,1,0,1,1,1,4,0,4,1,0,,,,,8,12,0,2,0,4,0,0,4,,,,,,,6,10,0,1,1,1,4,0,0,,,,,,,6,7,0,1,0,0,4,0,1,,,,,,,6,6,0
1455,2010-04-11,Sawai Mansingh Stadium,2,137,Rajasthan Royals,0,1,0,0,0,0,,,,,,,6,1,0,4,0,4,0,0,0,,,,,,,6,8,0,0,1,1,0,0,0,,,,,,,6,2,0,0,1,4,1,0,0,,,,,,,6,6,0,0,0,1,1,1,0,,,,,,,6,3,0,0,1,6,0,1,5,1,,,,,,7,14,0
1456,2014-04-19,Dubai International Cricket Stadium,1,,Mumbai Indians,1,1,2,0,4,0,,,,,,,6,8,0,0,0,1,0,0,1,,,,,,,6,2,0,0,4,2,1,0,0,,,,,,,6,7,0,1,0,1,1,0,0,1,,,,,,7,4,0,1,1,1,1,2,3,1,,,,,,7,10,0,4,1,4,4,5,0,0,,,,,,7,18,0
1457,2014-04-19,Dubai International Cricket Stadium,2,116,Royal Challengers Bangalore,0,4,1,2,0,0,,,,,,,6,7,0,3,0,0,0,0,1,,,,,,,6,4,0,0,1,0,0,4,0,,,,,,,6,5,0,1,0,0,0,0,0,,,,,,,6,1,0,0,1,0,2,0,4,,,,,,,6,7,0,1,0,0,1,4,0,,,,,,,6,6,0
1458,2011-04-16,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,1,1,0,0,0,0,,,,,,,6,2,0,0,0,2,1,0,1,,,,,,,6,4,0,4,1,0,0,1,1,,,,,,,6,7,0,0,1,0,0,4,0,,,,,,,6,5,0,0,1,0,4,4,6,,,,,,,6,15,0,1,1,4,4,1,1,,,,,,,6,12,0
1459,2011-04-16,"MA Chidambaram Stadium, Chepauk",2,162,Royal Challengers Bangalore,1,0,4,4,0,6,,,,,,,6,15,0,1,1,0,1,0,0,0,,,,,,7,3,0,1,1,1,4,0,0,,,,,,,6,7,0,0,4,0,0,1,0,,,,,,,6,5,0,0,1,0,0,0,0,,,,,,,6,1,0,0,1,0,1,0,0,,,,,,,6,2,0
1460,2016-04-29,Maharashtra Cricket Association Stadium,1,,Rising Pune Supergiants,0,4,0,0,1,0,,,,,,,6,5,0,0,1,4,0,1,1,1,,,,,,7,8,0,0,0,0,4,0,1,,,,,,,6,5,0,1,0,1,1,0,1,,,,,,,6,4,0,1,4,4,2,1,1,,,,,,,6,13,0,4,1,1,2,1,4,,,,,,,6,13,0
1461,2016-04-29,Maharashtra Cricket Association Stadium,2,196,Gujarat Lions,0,0,2,0,0,4,,,,,,,6,6,0,0,1,1,0,1,0,,,,,,,6,3,0,2,4,1,4,1,6,2,4,,,,,8,24,0,2,4,0,1,2,2,4,,,,,,7,15,0,4,4,1,4,1,0,,,,,,,6,14,0,4,4,0,0,1,1,0,,,,,,7,10,0
1462,2016-05-19,Green Park,1,,Kolkata Knight Riders,0,1,0,1,1,0,,,,,,,6,3,0,4,0,1,0,4,2,,,,,,,6,11,0,1,1,4,0,1,0,1,1,,,,,8,9,0,0,1,0,4,0,6,,,,,,,6,11,0,0,0,0,0,2,0,,,,,,,6,2,0,1,0,1,1,1,0,4,,,,,,7,8,0
1463,2016-05-19,Green Park,2,125,Gujarat Lions,0,0,4,1,6,1,0,,,,,,7,12,0,1,5,0,1,0,0,1,,,,,,7,8,0,0,4,2,1,0,1,,,,,,,6,8,0,0,4,2,4,0,1,,,,,,,6,11,0,0,4,0,1,0,1,,,,,,,6,6,0,6,1,0,1,1,0,1,,,,,,7,10,0
1464,2009-05-08,Buffalo Park,1,,Mumbai Indians,0,1,0,0,0,0,0,,,,,,7,1,0,1,0,0,1,1,1,2,0,2,,,,9,8,0,1,1,0,0,0,0,,,,,,,6,2,0,0,1,0,1,2,1,0,,,,,,7,5,0,1,4,0,0,0,4,,,,,,,6,9,0,2,1,1,0,1,0,,,,,,,6,5,0
1465,2009-05-08,Buffalo Park,2,118,Delhi Daredevils,0,0,1,0,0,2,1,4,,,,,8,8,0,0,1,1,1,0,0,,,,,,,6,3,0,6,0,2,0,0,1,,,,,,,6,9,0,0,0,1,1,0,1,,,,,,,6,3,0,1,1,1,1,4,1,1,,,,,,7,10,0,0,1,1,0,0,1,,,,,,,6,3,0
1466,2010-04-15,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,2,0,1,0,0,4,2,,,,,,7,9,0,0,0,0,0,4,0,,,,,,,6,4,0,0,0,1,0,3,1,,,,,,,6,5,0,0,1,4,0,0,0,,,,,,,6,5,0,4,0,0,0,3,0,4,,,,,,7,11,0,3,0,0,0,1,1,,,,,,,6,5,0
1467,2010-04-15,"MA Chidambaram Stadium, Chepauk",2,113,Delhi Daredevils,1,0,0,1,2,1,,,,,,,6,5,0,0,0,1,0,0,1,,,,,,,6,2,0,1,0,0,0,0,4,,,,,,,6,5,0,0,2,2,0,1,1,0,,,,,,7,6,0,1,1,4,0,1,1,,,,,,,6,8,0,0,0,2,1,4,0,,,,,,,6,7,0
1468,2019-04-14,Rajiv Gandhi International Stadium,1,,Delhi Capitals,3,0,4,0,0,0,,,,,,,6,7,0,0,1,3,0,0,1,,,,,,,6,5,0,0,4,0,0,4,0,,,,,,,6,8,0,0,0,0,4,6,0,,,,,,,6,10,0,2,0,1,1,0,1,4,,,,,,7,9,0,6,1,0,1,4,0,,,,,,,6,12,0
1469,2019-04-14,Rajiv Gandhi International Stadium,2,116,Sunrisers Hyderabad,0,0,2,0,0,1,,,,,,,6,3,0,4,0,0,1,4,1,,,,,,,6,10,0,0,0,4,4,1,1,,,,,,,6,10,0,1,0,0,6,0,0,,,,,,,6,7,0,1,2,1,1,0,0,1,,,,,,7,6,0,0,1,2,0,0,1,,,,,,,6,4,0
1470,2012-05-22,Subrata Roy Sahara Stadium,1,,Kolkata Knight Riders,0,0,0,4,1,0,0,,,,,,7,5,0,0,1,1,6,1,0,,,,,,,6,9,0,1,0,4,0,0,1,,,,,,,6,6,0,1,1,1,4,0,1,,,,,,,6,8,0,4,1,1,1,1,0,,,,,,,6,8,0,1,6,4,1,0,0,,,,,,,6,12,0
1471,2012-05-22,Subrata Roy Sahara Stadium,2,144,Delhi Daredevils,1,4,1,1,1,2,1,,,,,,7,11,0,2,1,4,0,6,0,,,,,,,6,13,0,0,1,0,0,0,0,,,,,,,6,1,0,0,4,1,0,4,6,,,,,,,6,15,0,1,0,1,4,1,0,0,,,,,,7,7,0,0,0,1,1,0,0,,,,,,,6,2,0
1472,2009-04-18,Newlands,1,,Mumbai Indians,1,0,0,1,0,1,,,,,,,6,3,0,1,0,1,4,1,0,,,,,,,6,7,0,1,4,0,1,0,4,,,,,,,6,10,0,1,0,4,1,0,1,,,,,,,6,7,0,1,0,4,1,0,2,,,,,,,6,8,0,0,4,0,0,0,1,,,,,,,6,5,0
