,date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
893,2013-04-12,Feroz Shah Kotla,2,115,Sunrisers Hyderabad,0,0,0,0,0,1,1,,,,,,7,2,0,0,0,0,0,0,0,,,,,,,6,0,0,0,1,0,4,0,0,,,,,,,6,5,0,0,0,4,0,4,0,,,,,,,6,8,0,1,1,1,3,4,0,,,,,,,6,10,0,4,0,1,0,4,4,,,,,,,6,13,0
894,2019-05-04,M.Chinnaswamy Stadium,1,,Sunrisers Hyderabad,1,0,0,0,0,1,,,,,,,6,2,0,0,4,6,5,0,4,,,,,,,6,19,0,6,0,1,1,0,0,,,,,,,6,8,0,4,4,4,1,1,1,,,,,,,6,15,0,1,1,0,1,0,4,,,,,,,6,7,0,0,0,0,1,0,0,,,,,,,6,1,0
895,2019-05-04,M.Chinnaswamy Stadium,2,178,Royal Challengers Bangalore,1,0,0,0,0,4,1,,,,,,7,6,0,4,6,1,1,0,1,,,,,,,6,13,0,0,0,0,1,0,0,,,,,,,6,1,0,0,4,4,1,1,1,4,0,,,,,8,15,0,1,0,1,1,6,0,1,,,,,,7,10,0,0,1,0,1,1,1,,,,,,,6,4,0
896,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",1,,Kings XI Punjab,1,0,1,2,1,0,,,,,,,6,5,0,4,6,1,1,2,4,0,0,,,,,8,18,0,1,1,0,1,4,0,,,,,,,6,7,0,4,1,0,2,1,0,,,,,,,6,8,0,1,0,1,1,1,0,,,,,,,6,4,0,0,4,4,1,0,0,,,,,,,6,9,0
897,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",2,145,Deccan Chargers,0,1,0,0,4,3,,,,,,,6,8,0,1,0,0,1,0,0,,,,,,,6,2,0,1,1,0,1,2,1,,,,,,,6,6,0,1,0,1,1,1,1,,,,,,,6,5,0,4,0,0,0,6,0,,,,,,,6,10,0,5,0,1,1,0,1,1,0,,,,,8,9,0
898,2010-03-18,M Chinnaswamy Stadium,1,,Rajasthan Royals,0,1,0,4,1,1,,,,,,,6,7,0,3,0,0,0,1,3,,,,,,,6,7,0,0,0,1,1,0,0,1,,,,,,7,3,0,1,0,0,0,1,0,1,,,,,,7,3,0,4,1,1,0,1,0,,,,,,,6,7,0,0,1,1,1,1,0,0,,,,,,7,4,0
899,2010-03-18,M Chinnaswamy Stadium,2,93,Royal Challengers Bangalore,4,1,1,4,2,0,,,,,,,6,12,0,4,4,1,1,4,0,4,1,1,,,,9,20,0,1,1,0,0,1,0,,,,,,,6,3,0,4,0,0,0,1,0,4,,,,,,7,9,0,0,4,0,0,0,4,,,,,,,6,8,0,0,1,1,1,0,4,,,,,,,6,7,0
900,2017-05-19,M Chinnaswamy Stadium,1,,Kolkata Knight Riders,0,0,0,0,2,1,,,,,,,6,3,0,1,1,0,0,0,0,,,,,,,6,2,0,0,1,4,1,1,1,0,,,,,,7,8,0,1,1,6,1,0,0,,,,,,,6,9,0,0,1,1,0,1,0,,,,,,,6,3,0,0,0,0,0,0,0,,,,,,,6,0,0
901,2017-05-19,M Chinnaswamy Stadium,2,111,Mumbai Indians,0,2,1,0,4,4,,,,,,,6,11,0,0,0,0,1,1,0,1,,,,,,7,3,0,4,4,1,1,0,0,,,,,,,6,10,0,1,2,0,1,1,1,,,,,,,6,6,0,0,1,0,0,0,1,,,,,,,6,2,0,1,1,0,0,2,0,,,,,,,6,4,0
902,2018-04-23,Arun Jaitley Stadium,1,,Kings XI Punjab,0,1,1,1,2,0,,,,,,,6,5,0,0,1,0,1,0,4,,,,,,,6,6,0,4,4,1,4,1,0,,,,,,,6,14,0,6,1,4,1,0,0,,,,,,,6,12,0,1,4,0,1,0,0,,,,,,,6,6,0,4,0,1,0,2,1,,,,,,,6,8,0
903,2018-04-23,Arun Jaitley Stadium,2,139,Delhi Daredevils,0,0,4,1,1,0,0,,,,,,7,6,0,4,4,3,1,4,2,,,,,,,6,18,0,0,1,0,4,0,1,,,,,,,6,6,0,1,1,1,6,0,0,0,,,,,,7,9,0,0,0,1,1,0,0,1,,,,,,7,3,0,0,0,0,0,1,5,,,,,,,6,6,0
904,2012-05-01,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,1,0,4,0,0,,,,,,,6,5,0,1,1,4,0,1,0,4,,,,,,7,11,0,4,4,1,4,1,4,,,,,,,6,18,0,0,1,2,0,1,0,,,,,,,6,4,0,1,1,1,4,1,4,,,,,,,6,12,0,1,4,0,0,0,1,,,,,,,6,6,0
905,2012-05-01,Sawai Mansingh Stadium,2,144,Delhi Daredevils,0,0,0,0,1,0,,,,,,,6,1,0,4,0,0,1,4,4,,,,,,,6,13,0,1,4,4,4,1,0,,,,,,,6,14,0,1,0,1,4,1,0,,,,,,,6,7,0,0,4,2,4,2,4,,,,,,,6,16,0,1,4,1,0,4,0,,,,,,,6,10,0
906,2017-05-08,"Rajiv Gandhi International Stadium, Uppal",1,,Mumbai Indians,1,1,0,0,1,0,0,,,,,,7,3,0,0,1,0,0,0,0,,,,,,,6,1,0,0,6,1,4,1,4,0,,,,,,7,16,0,1,0,0,0,0,1,,,,,,,6,2,0,0,2,2,1,1,1,,,,,,,6,7,0,2,4,1,0,0,0,,,,,,,6,7,0
907,2017-05-08,"Rajiv Gandhi International Stadium, Uppal",2,140,Sunrisers Hyderabad,0,4,1,1,0,1,,,,,,,6,7,0,0,1,0,0,1,1,,,,,,,6,3,0,2,1,1,1,4,2,,,,,,,6,11,0,2,1,1,0,0,1,,,,,,,6,5,0,0,2,4,1,4,0,,,,,,,6,11,0,0,4,1,0,1,0,,,,,,,6,6,0
908,2019-04-04,Arun Jaitley Stadium,1,,Delhi Capitals,4,0,0,0,4,0,,,,,,,6,8,0,1,1,1,1,1,1,,,,,,,6,6,0,0,0,0,1,0,0,,,,,,,6,1,0,0,1,0,1,1,1,,,,,,,6,4,0,0,1,6,0,0,1,,,,,,,6,8,0,1,4,2,1,1,0,,,,,,,6,9,0
909,2019-04-04,Arun Jaitley Stadium,2,131,Sunrisers Hyderabad,0,0,0,1,4,1,,,,,,,6,6,0,0,0,0,0,0,1,,,,,,,6,1,0,6,4,1,2,0,0,,,,,,,6,13,0,4,4,0,4,0,4,,,,,,,6,16,0,4,1,0,4,1,1,1,,,,,,7,12,0,1,4,0,4,4,1,,,,,,,6,14,0
910,2013-05-07,Sawai Mansingh Stadium,1,,Delhi Daredevils,0,4,1,1,1,2,0,1,1,,,,9,11,0,4,0,4,0,0,2,,,,,,,6,10,0,0,0,1,0,0,0,,,,,,,6,1,0,0,1,0,0,0,1,,,,,,,6,2,0,0,4,4,1,4,4,,,,,,,6,17,0,0,0,0,0,1,0,,,,,,,6,1,0
911,2013-05-07,Sawai Mansingh Stadium,2,155,Rajasthan Royals,0,0,0,0,0,0,,,,,,,6,0,0,0,1,2,1,1,1,1,,,,,,7,7,0,0,4,2,4,1,0,,,,,,,6,11,0,0,5,4,0,0,0,0,,,,,,7,9,0,0,3,1,0,1,4,,,,,,,6,9,0,0,4,1,4,0,4,,,,,,,6,13,0
912,2013-04-26,Eden Gardens,1,,Kings XI Punjab,0,1,0,4,0,0,,,,,,,6,5,0,0,0,0,0,0,0,,,,,,,6,0,0,4,0,1,1,0,4,,,,,,,6,10,0,1,1,1,0,1,4,,,,,,,6,8,0,0,2,4,0,4,0,,,,,,,6,10,0,1,1,2,4,0,4,,,,,,,6,12,0
913,2013-04-26,Eden Gardens,2,150,Kolkata Knight Riders,1,0,4,0,0,4,,,,,,,6,9,0,1,0,0,0,0,4,,,,,,,6,5,0,1,0,1,0,0,0,,,,,,,6,2,0,0,4,1,6,0,1,,,,,,,6,12,0,6,1,1,0,0,0,,,,,,,6,8,0,0,4,0,4,0,1,,,,,,,6,9,0
914,2019-04-14,Eden Gardens,1,,Kolkata Knight Riders,0,0,0,4,4,0,,,,,,,6,8,0,0,1,0,0,0,1,,,,,,,6,2,0,4,6,4,0,0,0,,,,,,,6,14,0,1,4,0,0,0,4,,,,,,,6,9,0,0,0,3,1,1,0,0,,,,,,7,5,0,0,1,4,1,4,1,,,,,,,6,11,0
915,2019-04-14,Eden Gardens,2,162,Chennai Super Kings,4,1,4,0,1,0,,,,,,,6,10,0,1,0,0,1,0,1,,,,,,,6,3,0,0,4,4,4,4,0,,,,,,,6,16,0,0,1,1,0,4,1,,,,,,,6,7,0,0,0,4,0,0,4,,,,,,,6,8,0,0,0,0,0,0,0,,,,,,,6,0,0
916,2015-05-01,Feroz Shah Kotla,1,,Kings XI Punjab,1,0,4,0,1,0,,,,,,,6,6,0,0,1,0,1,1,0,,,,,,,6,3,0,0,0,1,0,0,0,,,,,,,6,1,0,0,0,0,0,1,0,,,,,,,6,1,0,4,0,0,1,0,0,,,,,,,6,5,0,0,4,0,1,1,1,4,,,,,,7,11,0
917,2015-05-01,Feroz Shah Kotla,2,119,Delhi Daredevils,0,0,0,1,0,1,,,,,,,6,2,0,0,0,6,6,1,4,2,,,,,,7,19,0,0,1,0,0,0,1,,,,,,,6,2,0,0,0,0,1,1,0,1,,,,,,7,3,0,0,6,1,0,0,0,,,,,,,6,7,0,4,1,0,1,1,1,,,,,,,6,8,0
918,2018-04-20,Maharashtra Cricket Association Stadium,1,,Chennai Super Kings,1,4,4,0,0,1,4,,,,,,7,14,0,1,1,0,2,6,1,,,,,,,6,11,0,0,0,6,0,0,6,,,,,,,6,12,0,4,1,1,0,1,4,,,,,,,6,11,0,1,1,0,1,1,1,,,,,,,6,5,0,0,0,4,4,4,4,,,,,,,6,16,0
919,2018-04-20,Maharashtra Cricket Association Stadium,2,140,Rajasthan Royals,1,1,0,1,0,1,6,4,,,,,8,14,0,4,0,0,2,0,0,,,,,,,6,6,0,0,0,2,1,2,0,,,,,,,6,5,0,1,0,3,1,0,1,,,,,,,6,6,0,0,1,0,1,0,1,,,,,,,6,3,0,0,0,1,0,0,0,,,,,,,6,1,0
920,2008-05-21,Wankhede Stadium,1,,Kings XI Punjab,0,1,0,0,0,2,,,,,,,6,3,0,4,0,0,1,0,0,,,,,,,6,5,0,0,0,0,0,1,0,,,,,,,6,1,0,0,1,0,6,0,4,,,,,,,6,11,0,0,1,4,1,2,2,,,,,,,6,10,0,1,1,1,4,0,6,,,,,,,6,13,0
921,2008-05-21,Wankhede Stadium,2,188,Mumbai Indians,1,5,1,0,2,0,1,0,0,,,,9,10,0,6,1,2,4,6,1,4,,,,,,7,24,0,1,1,0,0,0,0,,,,,,,6,2,0,1,2,0,0,1,0,,,,,,,6,4,0,0,4,6,4,2,0,,,,,,,6,16,0,4,0,0,4,0,4,,,,,,,6,12,0
922,2019-03-24,Wankhede Stadium,1,,Delhi Capitals,2,1,1,0,1,1,0,,,,,,7,6,0,0,4,0,0,1,0,,,,,,,6,5,0,0,0,4,1,0,2,4,,,,,,7,11,0,1,0,6,0,0,4,,,,,,,6,11,0,1,0,1,0,0,1,,,,,,,6,3,0,4,1,1,1,1,1,,,,,,,6,9,0
923,2019-03-24,Wankhede Stadium,2,176,Mumbai Indians,1,1,0,0,2,1,,,,,,,6,5,0,0,1,1,0,4,0,,,,,,,6,6,0,1,1,4,6,4,1,,,,,,,6,17,0,1,4,0,0,0,0,,,,,,,6,5,0,0,1,1,1,1,0,,,,,,,6,4,0,0,4,4,0,0,1,,,,,,,6,9,0
924,2010-03-26,"Sardar Patel Stadium, Motera",1,,Deccan Chargers,1,1,0,0,0,0,,,,,,,6,2,0,1,1,1,0,6,1,0,6,,,,,8,16,0,1,2,1,1,0,0,,,,,,,6,5,0,0,1,4,1,4,1,,,,,,,6,11,0,1,4,1,0,1,0,1,,,,,,7,8,0,4,4,0,0,4,1,,,,,,,6,13,0
925,2010-03-26,"Sardar Patel Stadium, Motera",2,151,Rajasthan Royals,0,0,0,0,4,4,,,,,,,6,8,0,0,0,0,1,4,1,,,,,,,6,6,0,2,1,1,0,1,0,,,,,,,6,5,0,4,4,4,4,0,4,,,,,,,6,20,0,0,0,6,1,1,4,,,,,,,6,12,0,1,0,1,1,0,0,,,,,,,6,3,0
926,2016-05-18,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,0,0,1,4,,,,,,,6,5,0,1,0,1,0,4,0,,,,,,,6,6,0,0,1,0,1,4,0,,,,,,,6,6,0,1,6,6,4,1,0,0,,,,,,7,18,0,6,4,1,6,1,0,,,,,,,6,18,0,0,0,1,1,4,4,,,,,,,6,10,0
927,2016-05-18,M Chinnaswamy Stadium,2,120,Kings XI Punjab,4,4,1,0,1,1,,,,,,,6,11,0,0,6,0,0,1,1,,,,,,,6,8,0,1,2,0,4,4,1,,,,,,,6,12,0,4,4,4,0,0,1,,,,,,,6,13,0,1,0,1,1,6,0,1,0,,,,,8,10,0,0,1,0,1,0,1,1,1,,,,,8,5,0
928,2021-04-27,"Narendra Modi Stadium, Ahmedabad",1,,Royal Challengers Bangalore,1,0,0,4,0,1,,,,,,,6,6,0,0,4,0,1,4,1,,,,,,,6,10,0,1,0,2,4,1,1,,,,,,,6,9,0,0,4,0,0,0,1,0,,,,,,7,5,0,0,0,0,0,0,0,,,,,,,6,0,0,1,4,0,0,1,0,,,,,,,6,6,0
929,2021-04-27,"Narendra Modi Stadium, Ahmedabad",2,170,Delhi Capitals,0,1,1,1,0,4,,,,,,,6,7,0,4,1,1,4,4,2,,,,,,,6,16,0,0,0,0,0,0,4,,,,,,,6,4,0,1,0,0,1,0,4,,,,,,,6,6,0,0,0,0,1,0,1,,,,,,,6,2,0,1,0,4,0,2,1,,,,,,,6,8,0
930,2009-05-16,St George's Park,1,,Mumbai Indians,1,0,0,0,0,0,,,,,,,6,1,0,0,1,4,1,0,0,,,,,,,6,6,0,0,0,0,1,0,0,,,,,,,6,1,0,4,0,0,0,0,4,,,,,,,6,8,0,4,1,1,2,1,2,1,6,,,,,8,18,0,1,4,0,4,6,0,,,,,,,6,15,0
931,2009-05-16,St George's Park,2,151,Chennai Super Kings,0,0,0,4,0,0,,,,,,,6,4,0,0,2,0,1,4,6,,,,,,,6,13,0,0,0,0,0,1,0,0,,,,,,7,1,0,0,6,0,0,0,0,,,,,,,6,6,0,4,1,1,0,0,4,,,,,,,6,10,0,0,0,0,1,0,0,,,,,,,6,1,0
932,2021-04-25,"Wankhede Stadium, Mumbai",1,,Chennai Super Kings,1,4,0,0,1,0,,,,,,,6,6,0,0,0,1,1,1,1,0,,,,,,7,4,0,6,1,0,4,0,0,,,,,,,6,11,0,4,0,4,1,1,0,,,,,,,6,10,0,0,4,1,1,0,0,,,,,,,6,6,0,1,2,1,4,1,1,4,,,,,,7,14,0
933,2021-04-25,"Wankhede Stadium, Mumbai",2,122,Royal Challengers Bangalore,4,1,0,4,0,1,0,,,,,,7,10,0,1,6,1,1,1,6,2,,,,,,7,18,0,1,1,4,4,1,1,4,,,,,,7,16,0,0,0,0,0,0,1,,,,,,,6,1,0,4,2,1,0,2,0,,,,,,,6,9,0,1,4,4,0,0,2,,,,,,,6,11,0
934,2020-11-05,Dubai International Cricket Stadium,1,,Mumbai Indians,4,2,0,4,4,1,,,,,,,6,15,0,0,1,0,1,4,1,,,,,,,6,7,0,0,1,0,1,1,4,2,,,,,,7,9,0,1,2,6,1,1,1,,,,,,,6,12,0,0,1,4,4,0,0,,,,,,,6,9,0,1,0,0,6,0,4,,,,,,,6,11,0
935,2020-11-05,Dubai International Cricket Stadium,2,143,Delhi Capitals,0,0,0,0,0,0,,,,,,,6,0,0,0,0,0,1,0,4,1,,,,,,7,6,0,1,0,0,4,4,0,,,,,,,6,9,0,0,0,1,4,0,0,,,,,,,6,5,0,0,0,0,1,4,0,0,,,,,,7,5,0,0,0,0,1,2,4,,,,,,,6,7,0
936,2009-05-23,New Wanderers Stadium,1,,Chennai Super Kings,0,2,0,0,0,0,,,,,,,6,2,0,1,4,0,4,0,4,,,,,,,6,13,0,1,1,1,0,4,4,,,,,,,6,11,0,4,0,1,1,2,1,,,,,,,6,9,0,1,1,1,0,4,4,,,,,,,6,11,0,0,4,0,1,1,0,,,,,,,6,6,0
937,2009-05-23,New Wanderers Stadium,2,149,Royal Challengers Bangalore,0,0,1,4,4,0,,,,,,,6,9,0,4,4,0,0,0,0,,,,,,,6,8,0,2,1,0,2,0,2,,,,,,,6,7,0,4,0,4,4,2,0,1,,,,,,7,15,0,4,0,0,4,2,0,,,,,,,6,10,0,4,0,1,4,1,0,,,,,,,6,10,0
938,2016-04-14,Saurashtra Cricket Association Stadium,1,,Rising Pune Supergiants,0,4,1,0,0,0,,,,,,,6,5,0,0,1,1,4,4,1,,,,,,,6,11,0,0,0,1,4,1,1,,,,,,,6,7,0,0,0,4,0,0,1,,,,,,,6,5,0,1,6,1,4,1,0,,,,,,,6,13,0,6,1,1,1,6,1,,,,,,,6,16,0
939,2016-04-14,Saurashtra Cricket Association Stadium,2,164,Gujarat Lions,0,0,1,4,1,1,,,,,,,6,7,0,4,0,0,1,1,0,,,,,,,6,6,0,0,6,0,6,1,1,,,,,,,6,14,0,4,1,1,4,0,1,,,,,,,6,11,0,1,3,0,0,0,0,,,,,,,6,4,0,1,4,4,3,4,0,4,,,,,,7,20,0
940,2021-04-15,"Wankhede Stadium, Mumbai",1,,Delhi Capitals,0,0,1,0,0,1,,,,,,,6,2,0,1,1,0,0,1,0,,,,,,,6,3,0,4,1,1,1,0,4,,,,,,,6,11,0,0,0,4,0,0,0,,,,,,,6,4,0,2,1,1,2,4,1,0,,,,,,7,11,0,4,0,1,0,0,0,,,,,,,6,5,0
941,2021-04-15,"Wankhede Stadium, Mumbai",2,150,Rajasthan Royals,0,0,1,0,1,1,,,,,,,6,3,0,1,0,0,0,0,1,,,,,,,6,2,0,0,4,4,0,0,0,,,,,,,6,8,0,4,0,0,1,0,0,,,,,,,6,5,0,1,0,1,0,0,1,,,,,,,6,3,0,0,4,0,0,0,1,,,,,,,6,5,0
942,2019-04-05,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,4,0,1,4,4,,,,,,,6,13,0,1,1,2,1,0,2,,,,,,,6,7,0,4,1,1,0,1,1,,,,,,,6,8,0,4,0,4,0,4,1,,,,,,,6,13,0,1,4,0,2,0,1,,,,,,,6,8,0,1,1,1,1,0,0,,,,,,,6,4,0
943,2019-04-05,M.Chinnaswamy Stadium,2,206,Kolkata Knight Riders,1,0,1,2,4,5,4,,,,,,7,17,0,0,0,4,3,4,0,0,,,,,,7,11,0,0,1,0,0,1,1,,,,,,,6,3,0,0,1,0,0,4,2,,,,,,,6,7,0,0,0,4,4,1,4,,,,,,,6,13,0,1,1,0,0,6,0,,,,,,,6,8,0
944,2013-04-16,"Punjab Cricket Association Stadium, Mohali",1,,Kings XI Punjab,1,0,0,0,0,0,0,,,,,,7,1,0,0,0,4,1,1,0,,,,,,,6,6,0,0,4,1,4,4,1,,,,,,,6,14,0,1,1,0,1,0,1,,,,,,,6,4,0,0,0,0,4,0,0,,,,,,,6,4,0,4,0,0,0,1,1,,,,,,,6,6,0
945,2013-04-16,"Punjab Cricket Association Stadium, Mohali",2,153,Kolkata Knight Riders,0,0,0,0,1,0,,,,,,,6,1,0,0,0,0,1,0,4,,,,,,,6,5,0,1,4,4,1,0,0,,,,,,,6,10,0,1,0,2,0,0,0,,,,,,,6,3,0,4,4,1,4,0,2,,,,,,,6,15,0,1,1,4,1,0,4,,,,,,,6,11,0
946,2012-04-15,M Chinnaswamy Stadium,1,,Rajasthan Royals,0,0,2,0,0,0,,,,,,,6,2,0,4,0,0,4,1,0,,,,,,,6,9,0,0,0,0,0,0,0,,,,,,,6,0,0,4,0,1,6,4,0,,,,,,,6,15,0,0,0,0,1,6,1,,,,,,,6,8,0,1,4,1,1,1,1,,,,,,,6,9,0
947,2012-04-15,M Chinnaswamy Stadium,2,136,Royal Challengers Bangalore,6,0,0,1,0,0,,,,,,,6,7,0,0,4,0,0,0,0,,,,,,,6,4,0,1,0,0,6,4,6,,,,,,,6,17,0,0,6,1,2,1,0,,,,,,,6,10,0,0,0,4,0,0,0,,,,,,,6,4,0,0,0,2,4,2,4,,,,,,,6,12,0
948,2020-10-30,Sheikh Zayed Stadium,1,,Kings XI Punjab,0,0,0,0,1,0,,,,,,,6,1,0,2,0,0,0,0,0,1,1,4,,,,9,8,0,0,4,0,0,1,0,,,,,,,6,5,0,0,1,1,6,2,1,0,,,,,,7,11,0,0,4,6,4,0,0,,,,,,,6,14,0,2,6,0,2,0,4,,,,,,,6,14,0
949,2020-10-30,Sheikh Zayed Stadium,2,186,Rajasthan Royals,0,1,2,2,0,4,,,,,,,6,9,0,1,4,0,0,1,6,,,,,,,6,12,0,0,4,1,1,4,1,,,,,,,6,11,0,0,0,4,6,6,0,,,,,,,6,16,0,1,4,0,0,1,0,,,,,,,6,6,0,6,0,0,1,1,4,,,,,,,6,12,0
950,2017-05-13,Eden Gardens,1,,Mumbai Indians,1,0,0,1,0,0,0,,,,,,7,2,0,4,0,0,1,4,1,0,0,,,,,8,10,0,0,0,0,1,4,1,,,,,,,6,6,0,0,1,4,4,1,4,,,,,,,6,14,0,0,0,4,0,2,1,0,,,,,,7,7,0,4,0,1,6,1,0,,,,,,,6,12,0
951,2017-05-13,Eden Gardens,2,164,Kolkata Knight Riders,0,0,0,0,0,0,,,,,,,6,0,0,0,1,1,1,4,0,4,,,,,,7,11,0,6,1,0,1,1,6,4,,,,,,7,19,0,0,0,0,4,0,1,,,,,,,6,5,0,6,0,0,0,4,4,,,,,,,6,14,0,1,1,1,1,0,0,,,,,,,6,4,0
952,2016-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,,Sunrisers Hyderabad,4,1,0,1,1,0,,,,,,,6,7,0,0,1,0,1,1,4,,,,,,,6,7,0,1,3,1,1,2,1,,,,,,,6,9,0,0,6,0,4,0,1,,,,,,,6,11,0,4,1,0,0,0,1,,,,,,,6,6,0,1,0,4,4,1,1,,,,,,,6,11,0
953,2016-05-08,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,92,Mumbai Indians,4,1,0,0,0,0,,,,,,,6,5,0,0,0,0,0,0,4,,,,,,,6,4,0,0,0,4,1,2,4,,,,,,,6,11,0,1,6,1,0,2,0,,,,,,,6,10,0,0,0,0,0,0,1,,,,,,,6,1,0,0,0,1,0,0,0,,,,,,,6,1,0
954,2020-10-05,Dubai International Cricket Stadium,1,,Delhi Capitals,1,1,4,0,4,4,,,,,,,6,14,0,0,0,1,1,0,1,,,,,,,6,3,0,4,3,0,6,0,1,,,,,,,6,14,0,0,1,1,0,1,1,,,,,,,6,4,0,1,4,6,1,4,2,,,,,,,6,18,0,0,2,2,4,1,1,,,,,,,6,10,0
955,2020-10-05,Dubai International Cricket Stadium,2,137,Royal Challengers Bangalore,1,1,0,0,1,1,1,,,,,,7,5,0,4,1,0,2,1,1,1,,,,,,7,10,0,2,1,0,1,1,0,,,,,,,6,5,0,4,1,1,0,1,0,,,,,,,6,7,0,4,0,1,1,1,4,,,,,,,6,11,0,1,0,0,4,0,0,,,,,,,6,5,0
956,2011-04-17,Dr DY Patil Sports Academy,1,,Pune Warriors,0,0,2,6,6,0,,,,,,,6,14,0,0,4,0,0,1,0,,,,,,,6,5,0,0,0,0,0,2,0,,,,,,,6,2,0,1,4,1,0,1,0,,,,,,,6,7,0,0,4,6,1,1,0,2,,,,,,7,14,0,4,4,5,1,4,2,1,,,,,,7,21,0
957,2011-04-17,Dr DY Patil Sports Academy,2,190,Delhi Daredevils,0,0,0,4,1,0,,,,,,,6,5,0,0,2,0,0,1,4,,,,,,,6,7,0,4,0,0,4,4,0,,,,,,,6,12,0,1,1,4,0,4,1,,,,,,,6,11,0,1,0,4,6,6,0,,,,,,,6,17,0,5,1,1,4,2,0,1,1,,,,,8,15,0
958,2011-05-08,M Chinnaswamy Stadium,1,,Kochi Tuskers Kerala,1,1,0,0,4,1,,,,,,,6,7,0,0,0,1,0,4,0,,,,,,,6,5,0,1,2,1,4,0,1,,,,,,,6,9,0,4,1,0,1,2,0,,,,,,,6,8,0,0,4,0,4,1,3,0,,,,,,7,12,0,0,2,0,1,1,4,,,,,,,6,8,0
959,2011-05-08,M Chinnaswamy Stadium,2,128,Royal Challengers Bangalore,0,0,0,1,2,0,6,,,,,,7,9,0,4,4,2,0,4,6,,,,,,,6,20,0,6,7,4,4,6,6,4,,,,,,7,37,0,0,1,0,0,0,0,,,,,,,6,1,0,0,1,0,1,1,1,1,,,,,,7,5,0,0,0,2,0,1,4,,,,,,,6,7,0
960,2017-04-15,Eden Gardens,1,,Kolkata Knight Riders,1,1,0,0,1,0,,,,,,,6,3,0,0,4,0,1,0,1,,,,,,,6,6,0,1,0,0,0,3,1,,,,,,,6,5,0,4,0,0,1,0,0,1,,,,,,7,6,0,1,4,1,4,1,1,1,,,,,,7,13,0,0,6,1,0,0,0,,,,,,,6,7,0
961,2017-04-15,Eden Gardens,2,155,Sunrisers Hyderabad,0,1,2,1,0,1,0,,,,,,7,5,0,4,0,0,0,0,1,,,,,,,6,5,0,0,4,0,4,1,0,,,,,,,6,9,0,0,0,4,1,4,4,,,,,,,6,13,0,0,1,4,1,1,0,,,,,,,6,7,0,1,0,4,0,0,1,,,,,,,6,6,0
962,2015-05-04,"MA Chidambaram Stadium, Chepauk",1,,Chennai Super Kings,0,0,0,0,0,0,,,,,,,6,0,0,1,1,0,0,4,0,,,,,,,6,6,0,1,0,0,2,4,4,,,,,,,6,11,0,4,0,0,1,0,0,,,,,,,6,5,0,4,0,0,1,1,1,,,,,,,6,7,0,1,4,0,0,2,1,,,,,,,6,8,0
963,2015-05-04,"MA Chidambaram Stadium, Chepauk",2,124,Royal Challengers Bangalore,0,0,4,0,0,0,,,,,,,6,4,0,0,0,2,4,0,0,,,,,,,6,6,0,0,0,4,0,4,0,,,,,,,6,8,0,1,0,1,1,0,4,,,,,,,6,7,0,1,4,0,4,0,0,,,,,,,6,9,0,0,0,1,3,0,4,,,,,,,6,8,0
964,2017-04-27,M Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,1,0,1,1,0,,,,,,,6,3,0,0,1,0,0,6,0,,,,,,,6,7,0,1,0,1,1,0,0,4,,,,,,7,7,0,1,1,1,2,0,0,0,,,,,,7,5,0,0,0,0,1,0,0,,,,,,,6,1,0,0,0,4,4,4,0,,,,,,,6,12,0
965,2017-04-27,M Chinnaswamy Stadium,2,135,Gujarat Lions,0,0,0,4,0,4,,,,,,,6,8,0,0,0,1,0,4,0,,,,,,,6,5,0,1,4,0,0,0,1,,,,,,,6,6,0,1,1,0,0,1,1,0,0,,,,,8,4,0,0,0,6,6,2,1,,,,,,,6,15,0,4,1,1,4,1,0,,,,,,,6,11,0
966,2018-05-19,Sawai Mansingh Stadium,1,,Rajasthan Royals,2,0,0,0,0,0,,,,,,,6,2,0,0,0,0,0,0,0,,,,,,,6,0,0,1,2,1,6,0,0,,,,,,,6,10,0,0,4,0,4,1,4,,,,,,,6,13,0,4,1,2,1,1,1,,,,,,,6,10,0,4,4,1,0,1,0,,,,,,,6,10,0
